,feature,tl,i,U1,p,AUC,2|AUC-0.5|,avai,miss,n_pos,n_neg,MI,10MI,p_corr,reject
115,history_of_cognitive_impairment,2,3,128928064.0,3.229946301991521e-10,0.5038532160257789,0.007706432051557854,0.9737653803600764,0.026234619639923573,4802,53287,0.0012782760311527142,0.012782760311527142,1.3608134419865917e-09,True
116,history_of_metabolic_acidosis,2,3,129359022.5,1.2286729036383284e-12,0.5055374096719245,0.011074819343849018,0.9737653803600764,0.026234619639923573,4802,53287,0.0006984095951043656,0.006984095951043656,6.444264004796947e-12,True
117,history_of_nicotine_related_disorders,2,3,127993104.0,0.7904497115048634,0.5001993753626983,0.0003987507253966349,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.8257950238079264,False
118,history_of_carcinoma,2,3,127071716.5,0.13183078669131024,0.49659857627615533,0.006802847447689331,0.9737653803600764,0.026234619639923573,4802,53287,0.000386464849643664,0.00386464849643664,0.16482348988673673,False
119,history_of_hiv,2,3,127926812.5,0.8982744172934123,0.49994030697654634,0.00011938604690731047,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.9160973223984403,False
120,history_of_peripheral_vascular_disease,2,3,128219429.5,0.0002542596812566925,0.5010838595277878,0.0021677190555755566,0.9737653803600764,0.026234619639923573,4802,53287,0.0009256911842439042,0.009256911842439042,0.0005537689668048303,True
121,history_of_ards,2,3,128062183.5,0.09908246436908925,0.5004693393034928,0.000938678606985599,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.12796077056711527,False
122,history_of_diabetes_mellitus,2,3,133193570.5,1.39616218366879e-16,0.5205228929085705,0.04104578581714091,0.9737653803600764,0.026234619639923573,4802,53287,0.0016656640247407761,0.01665664024740776,9.442465294812606e-16,True
123,history_of_sleep_apnea,2,3,128679916.0,0.004189871702726255,0.5028834491342946,0.005766898268589227,0.9737653803600764,0.026234619639923573,4802,53287,0.00044303177686866313,0.004430317768686631,0.007084190971056892,True
124,history_of_unspecific_delir,2,3,137403073.5,1.1216808698642185e-280,0.5369737070960864,0.07394741419217277,0.9737653803600764,0.026234619639923573,4802,53287,0.008225053879619804,0.08225053879619804,2.8827198355510416e-278,True
125,history_of_hypertension,2,3,136823167.0,6.113633379544384e-23,0.5347074219603749,0.06941484392074981,0.9737653803600764,0.026234619639923573,4802,53287,0.0029410158679614717,0.029410158679614717,5.819273253862617e-22,True
126,history_of_cerebral_infarction,2,3,128446735.5,1.4835023135833623e-05,0.5019721755046875,0.003944351009375069,0.9737653803600764,0.026234619639923573,4802,53287,3.2440564304625497e-05,0.00032440564304625497,4.099570909579829e-05,True
127,history_of_parkinson_disease,2,3,130571451.0,6.93282129862334e-53,0.5102756022730816,0.020551204546163104,0.9737653803600764,0.026234619639923573,4802,53287,0.0015371831060060348,0.015371831060060348,1.7817350737461982e-51,True
128,history_of_amputation,2,3,128543977.0,6.792949552523135e-06,0.5023521970530307,0.0047043941060613825,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,2.029986087207495e-05,True
129,history_of_depression,2,3,129071054.5,0.0018265621041699913,0.5044120254971298,0.008824050994259647,0.9737653803600764,0.026234619639923573,4802,53287,0.0004393780488261001,0.004393780488261001,0.0033644676319467054,True
130,history_of_chronical_kidney_disease,2,3,132254194.0,2.8049039752153923e-16,0.5168517924832663,0.033703584966532585,0.9737653803600764,0.026234619639923573,4802,53287,0.0030990982696839087,0.030990982696839087,1.8483597990521946e-15,True
131,history_of_hypercholesterolemia,2,3,128112985.0,0.538047014356241,0.5006678724882767,0.0013357449765534213,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.5934681660495877,False
132,history_of_anxiety_disorder,2,3,128019107.0,0.6399804346007568,0.5003009955590297,0.000601991118059475,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.6910713096319097,False
133,history_of_tia,2,3,128197483.0,5.693663421569246e-05,0.5009980922071405,0.001996184414281066,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.00014206519411099963,True
134,history_of_coronary_heart_disease,2,3,132573829.0,5.2794057125789064e-23,0.5181009318692761,0.036201863738552165,0.9737653803600764,0.026234619639923573,4802,53287,0.0009933781813915576,0.009933781813915576,5.21848949281838e-22,True
135,history_of_dementia,2,3,133486559.5,1.7384659149493848e-243,0.5216678992425691,0.04333579848513813,0.9737653803600764,0.026234619639923573,4802,53287,0.004701910735301906,0.04701910735301906,2.2339287007099596e-241,True
136,history_of_heart_failure,2,3,130998872.5,2.9613111452979678e-21,0.5119459732589793,0.023891946517958562,0.9737653803600764,0.026234619639923573,4802,53287,0.0017633414368150024,0.017633414368150024,2.624334359798544e-20,True
137,history_of_hyperlipidemia,2,3,128087469.0,0.6002501747104653,0.5005681554967913,0.0011363109935826898,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.6536622665279219,False
138,ppeak_p0.1,2,3,121634667.5,3.0126288695018384e-14,0.5334184350792183,0.06683687015843653,0.8906862909444463,0.10931370905555371,4709,48424,0.00014463480754267621,0.0014463480754267621,1.7596491351408465e-13,True
139,ppeak_p0.5,2,3,120704639.5,2.374220517399268e-11,0.5293398767986207,0.058679753597241424,0.8906862909444463,0.10931370905555371,4709,48424,0.0007645929581734379,0.007645929581734379,1.1094084963120216e-10,True
140,ppeak_p0.9,2,3,120251263.5,5.208014550376172e-10,0.527351635112323,0.05470327022464594,0.8906862909444463,0.10931370905555371,4709,48424,0.0020829231642267576,0.020829231642267576,2.1588060313656068e-09,True
141,pinsp_p0.1,2,3,106586543.5,3.893823740124175e-09,0.526367142740914,0.052734285481828014,0.8218727998122507,0.1781272001877493,4553,44475,4.871137709883122e-05,0.0004871137709883122,1.5162313654725956e-08,True
142,pinsp_p0.5,2,3,107512768.0,4.706086629414955e-12,0.5309412111701209,0.06188242234024188,0.8218727998122507,0.1781272001877493,4553,44475,0.0006997937422279499,0.006997937422279499,2.371498556391458e-11,True
143,pinsp_p0.9,2,3,107025781.5,1.981789154142011e-10,0.5285362763243033,0.05707255264860667,0.8218727998122507,0.1781272001877493,4553,44475,0.0015080257398663033,0.015080257398663033,8.632539196855879e-10,True
144,peep_meas_p0.1,2,3,119939925.0,1.0111992300909362e-08,0.5249800860668491,0.04996017213369819,0.8906862909444463,0.10931370905555371,4719,48414,0.0017335752180500652,0.017335752180500652,3.8217382666672144e-08,True
145,peep_meas_p0.5,2,3,122123780.5,4.845917763658372e-16,0.534538876839376,0.06907775367875191,0.8906862909444463,0.10931370905555371,4719,48414,0.0012114494935917541,0.012114494935917541,3.1135021631505036e-15,True
146,peep_meas_p0.9,2,3,121978738.0,4.44328875614542e-15,0.5339040221474679,0.06780804429493581,0.8906862909444463,0.10931370905555371,4719,48414,0.0005949532273581415,0.005949532273581415,2.7851834398277387e-14,True
147,peep_set_p0.1,2,3,107571829.5,3.530054582235839e-05,0.5178201522923747,0.035640304584749316,0.8340094545210716,0.16599054547892844,4601,45151,0.001554575161918148,0.01554575161918148,9.549726606680112e-05,True
148,peep_set_p0.5,2,3,108471006.5,3.3811007666121966e-07,0.5221485342976078,0.04429706859521554,0.8340094545210716,0.16599054547892844,4601,45151,0.003432208093556266,0.03432208093556266,1.0727690086658451e-06,True
149,peep_set_p0.9,2,3,108554759.5,2.5872222649964124e-07,0.5225516973879496,0.0451033947758992,0.8340094545210716,0.16599054547892844,4601,45151,0.0028124355381560218,0.028124355381560218,8.524565668001e-07,True
150,tidal_volume_p0.1,2,3,22747374.5,0.028046263772166274,0.5144918084355092,0.02898361687101847,0.38708217386931304,0.6129178261306869,2107,20984,0.0011429700251364139,0.011429700251364139,0.03982259552180515,True
151,tidal_volume_p0.5,2,3,22100445.5,0.9830470966846583,0.4998598045908732,0.00028039081825359524,0.38708217386931304,0.6129178261306869,2107,20984,0.002869325459124994,0.02869325459124994,0.9868871244060827,False
152,tidal_volume_p0.9,2,3,22490252.0,0.18846425779970688,0.5086763056391553,0.01735261127831067,0.38708217386931304,0.6129178261306869,2107,20984,0.0014816747043078227,0.014816747043078227,0.228468463464739,False
153,tidal_volume_sum,2,3,25276114.0,1.6736461564669328e-27,0.5716859148769935,0.143371829753987,0.38708217386931304,0.6129178261306869,2107,20984,0.0027900439061379068,0.027900439061379068,1.7921960925500072e-26,True
154,compliance_p0.1,2,3,52162295.5,0.0005683806903752495,0.4818224188238848,0.03635516235223035,0.605860461997519,0.394139538002481,3296,32846,0.0,0.0,0.0011501876962711742,True
155,compliance_p0.5,2,3,50870908.5,1.1444893037324722e-08,0.469893894551449,0.06021221089710205,0.605860461997519,0.394139538002481,3296,32846,0.0,0.0,4.2628079863658747e-08,True
156,compliance_p0.9,2,3,52160443.0,0.0005615949043966535,0.48180530730641197,0.036389385387176065,0.605860461997519,0.394139538002481,3296,32846,0.0031362275577262455,0.031362275577262455,0.0011454753208725392,True
157,fio2_set_p0.1,2,3,102069192.0,1.5170113811005147e-09,0.5266238451241649,0.05324769024832987,0.7998960673215543,0.20010393267844573,4483,43234,0.0002804037833499251,0.002804037833499251,6.091748827231754e-09,True
158,fio2_set_p0.5,2,3,95698371.5,0.1619107766740543,0.4937537310126919,0.012492537974616247,0.7998960673215543,0.20010393267844573,4483,43234,0.0,0.0,0.1972088606883031,False
159,fio2_set_p0.9,2,3,98014859.5,0.045293986368575435,0.5057056020311671,0.011411204062334201,0.7998960673215543,0.20010393267844573,4483,43234,0.0024526847398378404,0.024526847398378404,0.06159023543240151,False
160,fio2_meas_p0.1,2,3,80559475.5,9.891301355421711e-12,0.5333639814376209,0.06672796287524174,0.7298420893821035,0.2701579106178965,3801,39737,0.0023843642885434946,0.023843642885434946,4.796348015742226e-11,True
161,fio2_meas_p0.5,2,3,76627900.0,0.13450795389489548,0.5073340110463339,0.01466802209266782,0.7298420893821035,0.2701579106178965,3801,39737,0.0,0.0,0.1668590701236907,False
162,fio2_meas_p0.9,2,3,77537416.0,0.0063830717322952805,0.5133556872294319,0.026711374458863846,0.7298420893821035,0.2701579106178965,3801,39737,6.8646178399411895e-06,6.86461783994119e-05,0.01056344510681775,True
163,pcv_ventilation_therapy_time,2,3,19031557.5,9.791770018609967e-32,0.5837080301346583,0.16741606026931666,0.33442853790190097,0.665571462098099,1796,18154,0.006806179069975826,0.06806179069975826,1.1983261403727436e-30,True
164,endotracheal_tube_access_time,2,3,24077290.0,4.077414096429433e-36,0.5772450382745987,0.15449007654919744,0.317950179367687,0.682049820632313,2539,16428,0.0026337852269588957,0.026337852269588957,6.549346392389777e-35,True
165,preoxygination_ventilation_therapy_time,2,3,16555574.5,1.1208843808732338e-07,0.5381905170578205,0.07638103411564101,0.32056525966406274,0.6794347403359373,1773,17350,0.0,0.0,3.8928011606002854e-07,True
166,sef_right_p0.1,2,3,4011352.5,2.102631761600292e-18,0.4141756532786076,0.17164869344278477,0.18748114124786266,0.8125188587521374,946,10238,0.0018556774863092151,0.01855677486309215,1.5893422433272793e-17,True
167,sef_right_p0.5,2,3,3972998.5,4.787038633568247e-20,0.4102155692406559,0.17956886151868823,0.18748114124786266,0.8125188587521374,946,10238,0.008531085520631088,0.08531085520631088,4.1008964294234648e-19,True
168,sef_right_p0.9,2,3,4200476.5,1.379231671504735e-11,0.43370287165462007,0.13259425669075986,0.18748114124786266,0.8125188587521374,946,10238,0.002387161282698669,0.023871612826986688,6.564121103272535e-11,True
169,psi_p0.1,2,3,12140448.0,1.1456330307819059e-14,0.4441356502652277,0.11172869946954456,0.28791028262983204,0.7120897173701679,1775,15400,0.0013228440164083644,0.013228440164083644,6.847155556068601e-14,True
170,psi_p0.5,2,3,12302005.0,4.891495330372413e-12,0.4500459118346442,0.09990817633071158,0.28791028262983204,0.7120897173701679,1775,15400,0.0,0.0,2.4175274998186733e-11,True
171,psi_p0.9,2,3,12898121.0,0.00010031280894319654,0.47185370404243643,0.056292591915127144,0.28791028262983204,0.7120897173701679,1775,15400,0.004891120752456679,0.04891120752456679,0.00023225578286848207,True
172,sef_left_p0.1,2,3,3977908.0,1.5292520220901033e-19,0.4112776213997513,0.17744475720049735,0.18741408790692995,0.8125859120930701,945,10235,0.0050626885906612795,0.050626885906612795,1.2281805302411142e-18,True
173,sef_left_p0.5,2,3,3985971.0,2.9586129838002137e-19,0.41211125844247487,0.17577748311505026,0.18741408790692995,0.8125859120930701,945,10235,0.001776708855782072,0.01776708855782072,2.3041319298080454e-18,True
174,sef_left_p0.9,2,3,4119571.5,4.372710556711094e-14,0.42592427167903474,0.14815145664193052,0.18741408790692995,0.8125859120930701,945,10235,0.0,0.0,2.4430143762494593e-13,True
175,artifact_level_p0.1,2,3,2382330.0,0.8157418578438493,0.4989720337896766,0.0020559324206468332,0.12941294800013411,0.8705870519998659,678,7042,0.0,0.0,0.8487678439913736,False
176,artifact_level_p0.5,2,3,2367304.5,0.5007898897582221,0.49582498686766885,0.008350026264662302,0.12941294800013411,0.8705870519998659,678,7042,0.0038016782882741573,0.03801678288274157,0.5595782681211439,False
177,artifact_level_p0.9,2,3,2484184.5,0.03841798067076737,0.5203051601893066,0.04061032037861323,0.12941294800013411,0.8705870519998659,678,7042,0.0,0.0,0.052799042953942325,False
178,relaxometrie_tof_p0.1,2,3,5608581.0,0.9869495575817545,0.499858293089462,0.0002834138210759951,0.18233479733127703,0.817665202668723,1154,9723,0.0,0.0,0.9869495575817545,False
179,relaxometrie_tof_p0.5,2,3,5625449.5,0.8698787952477853,0.5013616786368901,0.002723357273780147,0.18233479733127703,0.817665202668723,1154,9723,0.0,0.0,0.8942354015147234,False
180,relaxometrie_tof_p0.9,2,3,5634335.5,0.7785680560863127,0.502153633106727,0.0043072662134540085,0.18233479733127703,0.817665202668723,1154,9723,0.0003249513225247469,0.003249513225247469,0.8167020016905403,False
181,emg_p0.1,2,3,2332348.5,0.5165965278456344,0.5026374827055614,0.005274965411122823,0.12875917792604016,0.8712408220739598,661,7020,0.003932119375183785,0.039321193751837846,0.5747415915858356,False
182,emg_p0.5,2,3,2376058.0,0.017280088184795213,0.5120571869437225,0.024114373887444973,0.12875917792604016,0.8712408220739598,661,7020,0.0,0.0,0.02597065885083257,True
183,emg_p0.9,2,3,2451228.5,0.0006754279429218642,0.5282569576442496,0.05651391528849925,0.12875917792604016,0.8712408220739598,661,7020,0.0026303109684555626,0.026303109684555626,0.0013561326666478054,True
184,supression_ratio_p0.1,2,3,2972055.5,0.0017076618094710979,0.5135574385643331,0.027114877128666226,0.1448016897441915,0.8551983102558085,732,7906,7.603725131888339e-05,0.0007603725131888339,0.003220301867555921,True
185,supression_ratio_p0.5,2,3,3051741.0,4.5484873437167556e-07,0.5273267242559085,0.05465344851181708,0.1448016897441915,0.8551983102558085,732,7906,0.0,0.0,1.4255624967502515e-06,True
186,supression_ratio_p0.9,2,3,3245118.0,4.555195703355501e-14,0.5607413750917544,0.12148275018350874,0.1448016897441915,0.8551983102558085,732,7906,0.0056011438564591565,0.056011438564591565,2.4908197782177955e-13,True
187,urine_p0.1,2,3,1083748.5,0.06344337020593378,0.5239478966635532,0.04789579332710647,0.06933315452442418,0.9306668454755758,582,3554,0.0,0.0,0.08492159449440095,False
188,urine_p0.5,2,3,1093651.0,0.025882538612353363,0.5287353487769456,0.057470697553891226,0.06933315452442418,0.9306668454755758,582,3554,0.002566989483938631,0.02566989483938631,0.03768760626435271,True
189,urine_p0.9,2,3,1095526.0,0.021592718756909293,0.5296418342818797,0.05928366856375944,0.06933315452442418,0.9306668454755758,582,3554,0.0011433467025638855,0.011433467025638855,0.031892693796124645,True
190,urine_sum,2,3,1111678.0,0.0037002644788136827,0.5374506630155848,0.0749013260311695,0.06933315452442418,0.9306668454755758,582,3554,0.0009306745718911102,0.009306745718911102,0.00638412616556417,True
191,urine_invasive_p0.1,2,3,1066486.0,0.08552916286418968,0.5222744530737712,0.044548906147542366,0.06899788781976061,0.9310021121802394,577,3539,0.0,0.0,0.11214793293926913,False
192,urine_invasive_p0.5,2,3,1077171.0,0.03365250927887847,0.5275070604695488,0.05501412093909752,0.06899788781976061,0.9310021121802394,577,3539,0.0,0.0,0.04674970207930685,True
193,urine_invasive_p0.9,2,3,1079906.0,0.025956055676227354,0.5288464316653795,0.05769286333075896,0.06899788781976061,0.9310021121802394,577,3539,0.00055978997398487,0.0055978997398487,0.03768760626435271,True
194,urine_invasive_sum,2,3,1097734.5,0.003721937695685078,0.5375773199157886,0.07515463983157722,0.06899788781976061,0.9310021121802394,577,3539,0.0,0.0,0.00638412616556417,True
195,heart_rate_p0.1,2,3,80514122.5,0.30301742217602134,0.4949838497578693,0.010032300484261403,0.7761424212961411,0.22385757870385892,3830,42470,0.0,0.0,0.3605346180520254,False
196,heart_rate_p0.5,2,3,80360703.5,0.2210202764949002,0.4940406620923017,0.011918675815396629,0.7761424212961411,0.22385757870385892,3830,42470,0.0011421698297535698,0.011421698297535698,0.2654308927999502,False
197,heart_rate_p0.9,2,3,79896206.5,0.07030657615868569,0.4911850324695485,0.017629935060903046,0.7761424212961411,0.22385757870385892,3830,42470,0.0006202896565894456,0.006202896565894456,0.09313809315867125,False
198,heart_rate_std,2,3,79669462.5,0.03504494635147791,0.4897910581636185,0.020417883672762982,0.7761424212961411,0.22385757870385892,3830,42470,0.0,0.0,0.048422318345859264,True
199,ibp_systolic_p0.1,2,3,1244696.0,6.911467739989046e-05,0.5484793496662933,0.0969586993325866,0.06774063767727227,0.9322593623227278,674,3367,0.008116945105712814,0.08116945105712814,0.0001691664008740176,True
200,ibp_systolic_p0.5,2,3,1298899.0,2.8410714625155107e-09,0.5723640782987964,0.14472815659759286,0.06774063767727227,0.9322593623227278,674,3367,0.011176609261636994,0.11176609261636994,1.123315947486902e-08,True
201,ibp_systolic_p0.9,2,3,1350139.5,6.538593686843697e-15,0.5949433716496031,0.18988674329920618,0.06774063767727227,0.9322593623227278,674,3367,0.010470384609703398,0.10470384609703398,4.0009966131400717e-14,True
202,ibp_systolic_std,2,3,1262448.0,3.709544900240804e-06,0.5563018263314999,0.11260365266299988,0.06774063767727227,0.9322593623227278,674,3367,0.0029394067499035614,0.029394067499035614,1.1215918110139843e-05,True
203,ibp_mean_p0.1,2,3,1191439.0,0.031140746570444296,0.5262618784911081,0.05252375698221612,0.06760653099540685,0.9323934690045932,674,3359,0.0,0.0,0.04373317960985893,True
204,ibp_mean_p0.5,2,3,1240893.0,7.844395543629458e-05,0.54810584611253,0.09621169222505999,0.06760653099540685,0.9323934690045932,674,3359,0.006348849099566456,0.06348849099566456,0.00019018959006724252,True
205,ibp_mean_p0.9,2,3,1291392.5,7.54187092033622e-09,0.5704116139553332,0.14082322791066648,0.06760653099540685,0.9323934690045932,674,3359,0.005779863596293122,0.05779863596293122,2.8929266067558335e-08,True
206,ibp_mean_std,2,3,1233819.0,0.00021400244862488082,0.5449812408843596,0.08996248176871924,0.06760653099540685,0.9323934690045932,674,3359,0.0057162405147053175,0.057162405147053175,0.0004741261146258135,True
207,spo2_p0.1,2,3,126421539.5,0.4769876375658235,0.4969460693113792,0.006107861377241619,0.9705971100010058,0.02940288999899421,4790,53110,0.0013640293562668937,0.013640293562668937,0.535551079327922,False
208,spo2_p0.5,2,3,127542808.5,0.7363728596786097,0.5013536269506429,0.002707253901285789,0.9705971100010058,0.02940288999899421,4790,53110,0.0024889114527693046,0.024889114527693046,0.7787976334872538,False
209,spo2_p0.9,2,3,128363684.0,0.14487313098862348,0.5045803781414003,0.009160756282800664,0.9705971100010058,0.02940288999899421,4790,53110,0.002574176797586647,0.02574176797586647,0.17729711744798207,False
210,puls_p0.1,2,3,36890558.0,0.0030244878994793766,0.4833619607516549,0.03327607849669023,0.4834042981191538,0.5165957018808462,2948,25889,0.0013030425864826167,0.013030425864826167,0.005360644070111722,True
211,puls_p0.5,2,3,37117317.5,0.014848765625027415,0.4863330981505271,0.02733380369894578,0.4834042981191538,0.5165957018808462,2948,25889,0.000504068670211133,0.00504068670211133,0.022598801457205265,True
212,puls_p0.9,2,3,36658018.0,0.0004513649153316927,0.4803150838149279,0.03936983237014424,0.4834042981191538,0.5165957018808462,2948,25889,0.0005258584957110735,0.005258584957110735,0.000950826092133156,True
213,puls_std,2,3,36955247.5,0.0046626141219635155,0.48420956093054196,0.03158087813891608,0.4834042981191538,0.5165957018808462,2948,25889,0.0,0.0,0.007781115774965088,True
214,bp_diastolic_p0.1,2,3,83339330.5,0.010811033257299154,0.5124129593438799,0.02482591868775974,0.7760586046199752,0.22394139538002478,3830,42465,0.0008327251912125799,0.0083272519121258,0.016941680165401724,True
215,bp_diastolic_p0.5,2,3,84056550.5,0.0005504548210486539,0.5168227958579927,0.03364559171598547,0.7760586046199752,0.22394139538002478,3830,42465,0.0,0.0,0.0011317351120760325,True
216,bp_diastolic_p0.9,2,3,85500847.0,1.3099006065660455e-07,0.5257030717048812,0.05140614340976235,0.7760586046199752,0.22394139538002478,3830,42465,0.001358539870500497,0.01358539870500497,4.4885927451663157e-07,True
217,nibp_mean_p0.1,2,3,84761896.5,2.5375807008009323e-24,0.5502621265863462,0.10052425317269242,0.7559928923458611,0.2440071076541389,3723,41375,0.0015029567911846176,0.015029567911846176,2.6086329604233584e-23,True
218,nibp_mean_p0.5,2,3,86342317.5,1.5731700995661498e-34,0.5605219940063929,0.12104398801278582,0.7559928923458611,0.2440071076541389,3723,41375,0.0036111975972903387,0.03611197597290339,2.3782630328735323e-33,True
219,nibp_mean_p0.9,2,3,85612028.5,1.4190347299331735e-29,0.555781062116524,0.11156212423304801,0.7559928923458611,0.2440071076541389,3723,41375,0.002731463661789668,0.02731463661789668,1.65769057087648e-28,True
220,nibp_mean_std,2,3,80352605.5,1.12480186390597e-05,0.5216376391387577,0.04327527827751543,0.7559928923458611,0.2440071076541389,3723,41375,0.0006899297272759952,0.006899297272759952,3.248023359818363e-05,True
221,body_temperature_p0.1,2,3,20141325.0,0.00021168971695153746,0.524501952534498,0.0490039050689961,0.33830086834076506,0.6616991316592349,2127,18054,0.0017994943846351141,0.01799494384635114,0.00047308049788300107,True
222,body_temperature_p0.5,2,3,20078751.0,0.0005403437769611158,0.5228724576935234,0.045744915387046836,0.33830086834076506,0.6616991316592349,2127,18054,0.0002832039522540075,0.002832039522540075,0.0011199060538629577,True
223,body_temperature_p0.9,2,3,20201174.0,8.13985045070722e-05,0.5260604854193622,0.05212097083872447,0.33830086834076506,0.6616991316592349,2127,18054,0.0012705324625743586,0.012705324625743586,0.00019369829313256994,True
224,nibp_systolic_p0.1,2,3,79315609.5,0.0032577556496935296,0.5145310622704236,0.029062124540847112,0.7563281590505246,0.24367184094947536,3724,41394,0.00012217651206070101,0.0012217651206070101,0.005715396627437907,True
225,nibp_systolic_p0.5,2,3,84292107.0,2.5427931129945215e-21,0.5468142731188645,0.0936285462377291,0.7563281590505246,0.24367184094947536,3724,41394,0.00218324772681755,0.0218324772681755,2.3339208215699716e-20,True
226,nibp_systolic_p0.9,2,3,86691383.5,1.432521268055773e-36,0.5623787035507515,0.12475740710150296,0.7563281590505246,0.24367184094947536,3724,41394,0.0024089882722027056,0.024089882722027056,2.454386439268891e-35,True
227,nibp_systolic_std,2,3,86045449.5,4.1399404371197436e-32,0.5581884425255672,0.11637688505113442,0.7563281590505246,0.24367184094947536,3724,41394,0.0013027001167262853,0.013027001167262853,5.31982346169887e-31,True
228,nibp_diastolic_p0.1,2,3,85020638.5,5.816405968302756e-10,0.530306545070073,0.06061309014014604,0.771800717470748,0.22819928252925203,3795,42246,0.001974492835977504,0.019744928359775038,2.3727243394504894e-09,True
229,nibp_diastolic_p0.5,2,3,85153897.0,1.9345778440416816e-10,0.5311377297798446,0.06227545955968927,0.771800717470748,0.22819928252925203,3795,42246,0.0,0.0,8.57218113652952e-10,True
230,nibp_diastolic_p0.9,2,3,85107071.0,2.874815345641111e-10,0.5308456579403764,0.06169131588075283,0.771800717470748,0.22819928252925203,3795,42246,0.0013278725757785992,0.013278725757785992,1.2313792397162759e-09,True
231,nibp_diastolic_std,2,3,81131388.0,0.2149581673745603,0.5060477882322606,0.012095576464521196,0.771800717470748,0.22819928252925203,3795,42246,0.0007407319129442147,0.007407319129442147,0.2593626714331549,False
232,ibp_diastolic_p0.1,2,3,1132573.5,0.9586961437829299,0.49936882994343057,0.00126234011313886,0.06770711100680592,0.9322928889931941,674,3365,0.0022715051165069777,0.022715051165069777,0.9662153292243646,False
233,ibp_diastolic_p0.5,2,3,1160805.0,0.331943121918715,0.5118165263821588,0.023633052764317597,0.06770711100680592,0.9322928889931941,674,3365,0.003595451629305746,0.03595451629305746,0.38255328400497646,False
234,ibp_diastolic_p0.9,2,3,1201310.0,0.014860690452403463,0.5296757950802686,0.05935159016053726,0.06770711100680592,0.9322928889931941,674,3365,0.004450762138099806,0.044507621380998064,0.022598801457205265,True
235,ibp_diastolic_std,2,3,1200672.5,0.01530155736238889,0.5293947116635288,0.05878942332705761,0.06770711100680592,0.9322928889931941,674,3365,0.002082732258708475,0.02082732258708475,0.023132354365493792,True
236,bp_systolic_p0.1,2,3,81160098.0,0.001877907704045781,0.5152498405114482,0.030499681022896352,0.7624132497401683,0.23758675025983167,3777,41704,0.000830551860337092,0.00830551860337092,0.003422853049218196,True
237,bp_systolic_p0.5,2,3,87233866.5,5.27718601719799e-28,0.5538095309017735,0.10761906180354708,0.7624132497401683,0.23758675025983167,3777,41704,0.0016681769812065816,0.016681769812065816,5.896681767042972e-27,True
238,bp_systolic_p0.9,2,3,90110306.5,7.20532863342232e-49,0.5720707859737024,0.14414157194740485,0.7624132497401683,0.23758675025983167,3777,41704,0.0018596915758435362,0.01859691575843536,1.68342678071776e-47,True
239,lab_pCO2_p0.1,2,3,5113310.5,0.009300012717220276,0.5226317063333638,0.04526341266672751,0.14900928688771917,0.8509907131122808,1287,7602,0.0022227856209311447,0.022227856209311447,0.014753723878553154,True
240,lab_pCO2_p0.5,2,3,5241236.5,4.0701463947029546e-05,0.5357070288009514,0.07141405760190289,0.14900928688771917,0.8509907131122808,1287,7602,0.004513492355290305,0.04513492355290305,0.00010565935590289488,True
241,lab_pCO2_p0.9,2,3,5346820.5,9.110752487573358e-08,0.5464987743993269,0.09299754879865385,0.14900928688771917,0.8509907131122808,1287,7602,0.0,0.0,3.2074840949402096e-07,True
242,lab_sodium_p0.1,2,3,5003804.0,0.7036868647841411,0.49671469522074047,0.006570609558519069,0.15194287055352532,0.8480571294464747,1297,7767,0.0022501983687763794,0.022501983687763794,0.7535313510396844,False
243,lab_sodium_p0.5,2,3,5099353.5,0.47228369050802055,0.5061996472234557,0.012399294446911346,0.15194287055352532,0.8480571294464747,1297,7767,0.0008785195249096933,0.008785195249096933,0.535551079327922,False
244,lab_sodium_p0.9,2,3,5181540.5,0.09646880619251447,0.5143581383746092,0.028716276749218395,0.15194287055352532,0.8480571294464747,1297,7767,0.0025680574795112765,0.025680574795112765,0.1252145615731122,False
245,lab_potassium_p0.1,2,3,5043900.5,0.3676554113556646,0.49223903107022526,0.015521937859549473,0.15316659402554733,0.8468334059744527,1309,7828,0.0,0.0,0.4218189317785973,False
246,lab_potassium_p0.5,2,3,5091387.0,0.7164828733058559,0.49687328361920324,0.006253432761593514,0.15316659402554733,0.8468334059744527,1309,7828,5.535426090474971e-05,0.0005535426090474971,0.7608929687586983,False
247,lab_potassium_p0.9,2,3,5149441.5,0.7682214876334054,0.5025388773059277,0.005077754611855445,0.15316659402554733,0.8468334059744527,1309,7828,0.0,0.0,0.8091513209909229,False
248,lab_ph_blood_p0.1,2,3,2870559.0,0.006412052282737622,0.4732079625885732,0.053584074822853545,0.11786301002447447,0.8821369899755256,1007,6024,0.0,0.0,0.01056344510681775,True
249,lab_ph_blood_p0.5,2,3,2929374.5,0.0819536702559255,0.48290362218784577,0.03419275562430846,0.11786301002447447,0.8821369899755256,1007,6024,0.0,0.0,0.10801073464498899,False
